CMS_REGION_LOCATION,Provider_State,Week_Ending,Residents_Weekly_Confirmed_COVID,Residents_Total_Confirmed_COVID_,Residents_Weekly_COVID_19_Deaths,Residents_Total_COVID_19_Deaths,Number_of_All_Beds,Staff_Weekly_Confirmed_COVID_19,Staff_Total_Confirmed_COVID_19,Staff_Weekly_COVID_19_Deaths,Staff_Total_COVID_19_Deaths,Summary_Category,State,Service_Category,Provider_ID,Distinct_Beneficiaries,Episode_or_Stay_Count,Total_Charge_Amount,Percent_Dual_Beneficiaries,Average_Age,Percent_Male_Beneficiaries,Percent_Female_Beneficiaries,Percent_White_Beneficiaries,Percent_Black_Beneficiaries,Percent_Asian_Pacific_Islander_B,Percent_Hispanic_Beneficiaries,Percent_American_Indian_or_Alask,Percent_Other_Unknown_Beneficiar,Average_HCC_Score,Total_Nursing_Minutes,CMS_REGION,myweek,ZZ_RES_CCases_CV19_PER_BEDS,ZZ_RES_Deaths_CV19_PER_BEDS,ZZ_RES_Death_CCases_CV19,ZZL_RES_CCases_CV19_PER_BEDS,ZZL_RES_Deaths_CV19_PER_BEDS,ZZL_RES_Death_CCases_CV19,Z_Percent_OTHER,Z_RES_TOT_Conf_CV19_OTHER,Z_RES_TOT_Conf_CV19_WHITE,Z_RES_TOT_Conf_CV19_BLACK,Z_RES_TOT_Conf_CV19_OTHER_BEDS,Z_RES_TOT_Conf_CV19_WHITE_BEDS,Z_RES_TOT_Conf_CV19_BLACK_BEDS,Z_RES_Conf_CV19_OTHER_BEDS_100,Z_RES_Conf_CV19_WHITE_BEDS_100,Z_RES_Conf_CV19_BLACK_BEDS_100,Z_RES_Conf_CV19_OTHER_BEDS_100_L,Z_RES_Conf_CV19_WHITE_BEDS_100_L,Z_RES_Conf_CV19_BLACK_BEDS_100_L,Z_RES_TOT_Death_CV19_OTHER,Z_RES_TOT_Death_CV19_WHITE,Z_RES_TOT_Death_CV19_BLACK,Z_RES_TOT_Death_CV19_OTHER_BEDS,Z_RES_TOT_Death_CV19_WHITE_BEDS,Z_RES_TOT_Death_CV19_BLACK_BEDS,Z_RES_Death_CV19_OTHER_BEDS_100,Z_RES_Death_CV19_WHITE_BEDS_100,Z_RES_Death_CV19_BLACK_BEDS_100,Z_RES_Death_CV19_OTHER_BED100_L,Z_RES_Death_CV19_WHITE_BED100_L,Z_RES_Death_CV19_BLACK_BED100_L,Percent_Black_Bene_20PerPlus
Atlanta,AL,5/24/2020,1038,1038,230,230,25810,685,685,3,3,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,21,4.021697017,0.89112747,4.513043478,1.391703957,-0.115267798,1.506971755,0,0,830.4,197.22,0,0.032173576,0.007641224,0,3.217357613,0.764122433,0,1.168560406,-0.26902725,0,184,43.7,0,0.00712902,0.001693142,0,0.712901976,0.169314219,0,-0.338411349,-1.775999005,0
Atlanta,AL,5/31/2020,162,1200,31,261,26172,128,813,1,4,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,22,4.585052728,0.997248968,4.597701149,1.522801606,-0.002754823,1.525556429,0,0,960,228,0,0.036680422,0.0087116,0,3.668042183,0.871160018,0,1.299658055,-0.137929601,0,208.8,49.59,0,0.007977992,0.001894773,0,0.797799175,0.189477304,0,-0.225898374,-1.66348603,0
Atlanta,AL,6/7/2020,196,1396,25,286,26137,125,938,1,5,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,23,5.341087347,1.094234227,4.881118881,1.675429255,0.090054783,1.585374473,0,0,1116.8,265.24,0,0.042728699,0.010148066,0,4.272869878,1.014806596,0,1.452285704,0.014698049,0,228.8,54.34,0,0.008753874,0.002079045,0,0.875387382,0.207904503,0,-0.133088768,-1.570676424,0
Atlanta,AL,6/14/2020,191,1587,27,313,26292,117,1055,0,5,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,24,6.036056595,1.190476191,5.07028754,1.797750917,0.174353387,1.62339753,0,0,1269.6,301.53,0,0.048288453,0.011468508,0,4.828845276,1.146850753,0,1.574607366,0.13701971,0,250.4,59.47,0,0.00952381,0.002261905,0,0.952380952,0.226190476,0,-0.048790164,-1.48637782,0
Atlanta,AL,6/21/2020,298,1885,26,339,26409,229,1284,1,6,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,25,7.137718202,1.2836533,5.560471976,1.965393146,0.249710153,1.715682993,0,0,1508,358.15,0,0.057101746,0.013561665,0,5.710174562,1.356166458,0,1.742249594,0.304661939,0,271.2,64.41,0,0.010269226,0.002438941,0,1.02692264,0.243894127,0,0.026566602,-1.411021054,0
Atlanta,AL,6/28/2020,370,2255,36,375,26511,297,1581,0,6,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,26,8.50590321,1.414507186,6.013333333,2.140760418,0.346781192,1.793979226,0,0,1804,428.45,0,0.068047226,0.016161216,0,6.804722568,1.61612161,0,1.917616866,0.480029211,0,300,71.25,0,0.011316058,0.002687564,0,1.131605749,0.268756365,0,0.123637641,-1.313950015,0
Atlanta,AL,7/5/2020,380,2635,41,416,26511,321,1902,1,7,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,27,9.939270492,1.569159971,6.334134615,2.296493627,0.450540426,1.845953201,0,0,2108,500.65,0,0.079514164,0.018884614,0,7.951416393,1.888461393,0,2.073350076,0.63576242,0,332.8,79.04,0,0.01255328,0.002981404,0,1.255327977,0.298140395,0,0.227396875,-1.210190781,0
Atlanta,AL,7/12/2020,455,3090,42,458,26511,405,2307,1,8,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,28,11.65553921,1.727584776,6.746724891,2.455781536,0.54672435,1.909057186,0,0,2472,587.1,0,0.093244314,0.022145525,0,9.324431368,2.21455245,0,2.232637984,0.795050329,0,366.4,87.02,0,0.013820678,0.003282411,0,1.382067821,0.328241108,0,0.323580799,-1.114006857,0
Atlanta,AL,7/19/2020,521,3611,73,531,26543,412,2719,2,10,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,29,13.60434013,2.000527446,6.800376648,2.610388869,0.693410869,1.916978,0,0,2888.8,686.09,0,0.108834721,0.025848246,0,10.8834721,2.584824624,0,2.387245318,0.949657662,0,424.8,100.89,0,0.01600422,0.003801002,0,1.600421957,0.380100215,0,0.470267318,-0.967320338,0
Atlanta,AL,7/26/2020,549,4160,68,599,26510,484,3203,2,12,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,30,15.69219163,2.259524708,6.94490818,2.75316324,0.815154485,1.938008755,0,0,3328,790.4,0,0.125537533,0.029815164,0,12.5537533,2.981516409,0,2.530019689,1.092432033,0,479.2,113.81,0,0.018076198,0.004293097,0,1.807619766,0.429309695,0,0.592010934,-0.845576722,0
Atlanta,AL,8/2/2020,523,4683,70,669,26508,421,3624,0,12,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,31,17.66636487,2.52376641,7,2.871662542,0.925752393,1.945910149,0,0,3746.4,889.77,0,0.141330919,0.033566093,0,14.1330919,3.356609326,0,2.648518991,1.210931335,0,535.2,127.11,0,0.020190131,0.004795156,0,2.019013128,0.479515618,0,0.702608842,-0.734978814,0
Atlanta,AL,8/9/2020,478,5161,79,748,26508,405,4029,3,15,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,32,19.46959409,2.821789648,6.89973262,2.968853971,1.037371311,1.93148266,0,0,4128.8,980.59,0,0.155756753,0.036992229,0,15.57567527,3.699222876,0,2.74571042,1.308122764,0,598.4,142.12,0,0.022574317,0.0053614,0,2.257431719,0.536140033,0,0.814227759,-0.623359896,0
Atlanta,AL,8/16/2020,369,5530,71,819,26508,369,4398,0,15,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,33,20.86162668,3.089633318,6.752136752,3.037911427,1.128052417,1.909859011,0,0,4424,1050.7,0,0.166893013,0.039637091,0,16.68930134,3.963709069,0,2.814767876,1.377180221,0,655.2,155.61,0,0.024717067,0.005870303,0,2.471706655,0.587030331,0,0.904908865,-0.53267879,0
Atlanta,AL,8/23/2020,346,5876,68,887,26508,318,4716,2,17,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,34,22.16689301,3.34615965,6.624577227,3.09859987,1.207813315,1.890786555,0,0,4700.8,1116.44,0,0.177335144,0.042117097,0,17.73351441,4.211709673,0,2.875456319,1.437868663,0,709.6,168.53,0,0.026769277,0.006357703,0,2.67692772,0.635770334,0,0.984669764,-0.452917892,0
Atlanta,AL,8/30/2020,371,6247,50,937,26423,257,4973,2,19,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,35,23.64228135,3.546152973,6.667022412,3.163036692,1.265863346,1.897173345,0,0,4997.6,1186.93,0,0.189138251,0.044920335,0,18.91382508,4.492033456,0,2.93989314,1.502305485,0,749.6,178.03,0,0.028369224,0.006737691,0,2.836922378,0.673769065,0,1.042719795,-0.394867861,0
Atlanta,AL,9/6/2020,259,6506,50,987,25611,254,5227,1,20,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,36,25.40314709,3.853812815,6.591691996,3.234873067,1.349063,1.885810068,0,0,5204.8,1236.14,0,0.203225177,0.04826598,0,20.32251767,4.826597946,0,3.011729516,1.574141861,0,789.6,187.53,0,0.030830503,0.007322244,0,3.083050252,0.732224435,0,1.125919448,-0.311668207,0
Atlanta,AL,9/13/2020,215,6721,60,1047,26456,210,5437,2,22,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,37,25.40444512,3.957514364,6.419293219,3.234924163,1.375616142,1.859308021,0,0,5376.8,1276.99,0,0.203235561,0.048268446,0,20.32355609,4.826844572,0,3.011780612,1.574192957,0,837.6,198.93,0,0.031660115,0.007519277,0,3.166011491,0.751927729,0,1.152472591,-0.285115065,0
Atlanta,AL,9/20/2020,158,6879,48,1095,26456,170,5607,1,23,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,38,26.00166314,4.138947687,6.282191781,3.258160503,1.420441574,1.837718929,0,0,5503.2,1307.01,0,0.208013305,0.04940316,0,20.80133051,4.940315996,0,3.035016952,1.597429296,0,876,208.05,0,0.033111582,0.007864001,0,3.311158149,0.786400061,0,1.197298022,-0.240289633,0
Atlanta,AL,9/27/2020,143,7022,36,1131,26456,181,5788,0,23,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,39,26.54218325,4.275022679,6.208664898,3.278735288,1.452789407,1.825945881,0,0,5617.6,1334.18,0,0.212337466,0.050430148,0,21.2337466,5.043014817,0,3.055591737,1.618004081,0,904.8,214.89,0,0.034200181,0.008122543,0,3.420018143,0.812254309,0,1.229645856,-0.207941799,0
Atlanta,AL,10/4/2020,104,7126,26,1157,26363,151,5939,0,23,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,40,27.03030763,4.388726624,6.159031979,3.296958741,1.479039122,1.817919619,0,0,5700.8,1353.94,0,0.216242461,0.051357585,0,21.6242461,5.135758449,0,3.07381519,1.636227534,0,925.6,219.83,0,0.035109813,0.008338581,0,3.5109813,0.833858059,0,1.255895571,-0.181692085,0
Atlanta,AL,10/11/2020,108,7234,37,1194,26456,121,6060,1,24,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,41,27.34351376,4.513153916,6.058626466,3.308479344,1.506996225,1.801483119,0,0,5787.2,1374.46,0,0.21874811,0.051952676,0,21.87481101,5.195267614,0,3.085335793,1.647748137,0,955.2,226.86,0,0.036105231,0.008574992,0,3.610523133,0.857499244,0,1.283852674,-0.153734982,0
Atlanta,AL,10/18/2020,171,7405,23,1217,26456,186,6246,2,26,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,42,27.98986997,4.600090717,6.084634347,3.331842658,1.526076024,1.805766634,0,0,5924,1406.95,0,0.22391896,0.053180753,0,22.39189598,5.318075295,0,3.108699107,1.671111451,0,973.6,231.23,0,0.036800726,0.008740172,0,3.680072573,0.874017236,0,1.302932473,-0.134655183,0
Atlanta,AL,10/25/2020,206,7611,26,1243,26397,188,6434,0,26,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,43,28.83282191,4.708868432,6.1230893,3.361514388,1.549447631,1.812066757,0,0,6088.8,1446.09,0,0.230662575,0.054782362,0,23.06625753,5.478236163,0,3.138370837,1.700783181,0,994.4,236.17,0,0.037670948,0.00894685,0,3.767094746,0.894685002,0,1.32630408,-0.111283576,0
Atlanta,AL,11/1/2020,268,7879,23,1266,26456,214,6648,0,26,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,44,29.78152404,4.785303901,6.223538705,3.393888203,1.565549534,1.828338669,0,0,6303.2,1497.01,0,0.238252192,0.056584896,0,23.82521923,5.658489568,0,3.170744651,1.733156996,0,1012.8,240.54,0,0.038282431,0.009092077,0,3.828243121,0.909207741,0,1.342405983,-0.095181673,0
Atlanta,AL,11/8/2020,151.6666667,8292.036792,26.88043478,1332.470774,26476.75362,184.4673913,6998.64809,0.735507246,27.87753669,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,45,31.31817786,5.032606312,6.223053409,3.444198691,1.615938003,1.828260688,0,0,6633.629434,1575.486991,0,0.250545423,0.059504538,0,25.05454229,5.950453794,0,3.22105514,1.783467485,0,1065.976619,253.1694471,0,0.040260851,0.009561952,0,4.026085049,0.956195199,0,1.392794452,-0.044793203,0
Atlanta,AL,11/15/2020,137.5366667,8756.792281,24.81086957,1396.016631,26485.00058,177.0647826,7386.675138,0.707681159,29.46956149,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,46,33.06321348,5.270970739,6.272699112,3.498421289,1.662214547,1.836206742,0,0,7005.433825,1663.790533,0,0.264505708,0.062820106,0,26.45057078,6.28201056,0,3.275277738,1.837690082,0,1116.813305,265.2431599,0,0.042167766,0.010014844,0,4.216776591,1.001484441,0,1.439070995,0.00148334,0
Atlanta,AL,11/22/2020,123.4066667,9258.801904,22.74130435,1457.195118,26493.24754,169.6621739,7806.762918,0.679855073,30.88588839,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,47,34.94778015,5.500251019,6.353851858,3.553854952,1.704793731,1.849061221,0,0,7407.041523,1759.172362,0,0.279582241,0.066400782,0,27.95822412,6.640078229,0,3.3307114,1.893123745,0,1165.756094,276.8670723,0,0.044002008,0.010450477,0,4.400200815,1.045047694,0,1.48165018,0.044062524,0
Atlanta,AL,11/29/2020,109.2766667,9753.90171,20.67173913,1516.457501,26501.49449,162.2595652,8217.666011,0.652028986,32.19409455,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,48,36.80510061,5.722158431,6.432031033,3.605636439,1.744346082,1.861290357,0,0,7803.121368,1853.241325,0,0.294440805,0.069929691,0,29.44408048,6.992969115,0,3.382492888,1.944905232,0,1213.166001,288.1269253,0,0.045777267,0.010872101,0,4.577726745,1.087210102,0,1.521202531,0.083614875,0
Atlanta,AL,12/6/2020,95.14666667,10223.85262,18.60217391,1574.16903,26509.74145,154.8569565,8606.650069,0.624202899,33.43576554,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,49,38.56639885,5.93807764,6.494761637,3.652381401,1.781385451,1.87099595,0,0,8179.082098,1942.531998,0,0.308531191,0.073276158,0,30.85311908,7.327615782,0,3.42923785,1.991650195,0,1259.335224,299.0921156,0,0.047504621,0.011282348,0,4.750462112,1.128234752,0,1.5582419,0.120654245,0
Atlanta,AL,12/13/2020,81.01666667,10653.02878,16.5326087,1630.625326,26517.98841,147.4543478,8961.657059,0.596376812,34.63649219,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,50,40.17283898,6.149129039,6.533094155,3.69319112,1.816310452,1.876880668,0,0,8522.423026,2024.075469,0,0.321382712,0.076328394,0,32.13827118,7.632839406,0,3.470047569,2.032459913,0,1304.500261,309.8188119,0,0.049193032,0.011683345,0,4.919303231,1.168334517,0,1.593166901,0.155579245,0
Atlanta,AL,12/20/2020,66.88666667,11038.72423,14.46304348,1686.065662,26526.23536,140.0517391,9282.885785,0.568550725,35.81202258,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,51,41.61436432,6.356219186,6.547031042,3.728445404,1.849433733,1.879011671,0,0,8830.97938,2097.357603,0,0.332914915,0.079067292,0,33.29149146,7.906729221,0,3.505301853,2.067714197,0,1348.852529,320.3524757,0,0.050849754,0.012076817,0,5.084975349,1.207681645,0,1.626290182,0.188702526,0
Atlanta,AL,12/27/2020,52.75666667,11384.03088,12.39347826,1740.683699,26534.48232,132.6491304,9574.636445,0.540724638,36.97204773,STATE,AL,SNF,STATE,31855,39217,520728229,0.26,78,0.37,0.63,0.8,0.19,0,0,0,0,2.27,NA,CMS Region 04,52,42.90278116,6.560081627,6.539976725,3.758936653,1.881003046,1.877933607,0,0,9107.224704,2162.965867,0,0.343222249,0.081515284,0,34.32222493,8.15152842,0,3.535793101,2.098205446,0,1392.54696,330.7299029,0,0.052480653,0.012464155,0,5.248065302,1.246415509,0,1.657859495,0.220271839,0
Dallas,AR,5/24/2020,322,322,44,44,22284,184,184,0,0,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,21,1.444982947,0.197451086,7.318181818,0.36809752,-1.622264391,1.990361912,0.02,6.44,286.58,28.98,0.000288997,0.012860348,0.001300485,0.028899659,1.286034823,0.130048465,-3.543925485,0.251563704,-2.039848088,0.88,39.16,3.96,3.95E-05,0.001757315,0.000177706,0.003949022,0.175731467,0.017770598,-5.534287397,-1.738798207,-4.03021,0
Dallas,AR,5/31/2020,30,352,10,54,22959,57,241,0,0,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,22,1.533167821,0.235201882,6.518518519,0.427336066,-1.447311063,1.874647129,0.02,7.04,313.28,31.68,0.000306634,0.013645194,0.001379851,0.030663356,1.364519361,0.137985104,-3.484686939,0.31080225,-1.980609543,1.08,48.06,4.86,4.70E-05,0.002093297,0.000211682,0.004704038,0.209329675,0.021168169,-5.359334068,-1.563844879,-3.855256672,0
Dallas,AR,6/7/2020,108,460,7,61,23436,68,309,0,0,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,23,1.962792285,0.260283325,7.540983607,0.674368095,-1.345984531,2.020352625,0.02,9.2,409.4,41.4,0.000392559,0.017468851,0.001766513,0.039255846,1.746885134,0.176651306,-3.237654911,0.557834279,-1.733577514,1.22,54.29,5.49,5.21E-05,0.002316522,0.000234255,0.005205667,0.231652159,0.023425499,-5.258007536,-1.462518347,-3.753930139,0
Dallas,AR,6/14/2020,63,523,9,70,23499,67,376,1,1,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,24,2.225626622,0.297885016,7.471428571,0.800038504,-1.211047718,2.011086222,0.02,10.46,465.47,47.07,0.000445125,0.019808077,0.002003064,0.044512532,1.980807694,0.200306396,-3.111984501,0.683504688,-1.607907105,1.4,62.3,6.3,0.000059577,0.002651177,0.000268097,0.0059577,0.265117665,0.026809652,-5.123070723,-1.327581534,-3.618993327,0
Dallas,AR,6/21/2020,88,611,19,89,23499,75,451,0,1,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,25,2.600110643,0.378739521,6.865168539,0.955553999,-0.97090659,1.926460589,0.02,12.22,543.79,54.99,0.000520022,0.023140985,0.0023401,0.052002213,2.314098472,0.234009958,-2.956469006,0.839020183,-1.45239161,1.78,79.21,8.01,7.57E-05,0.003370782,0.000340866,0.00757479,0.337078174,0.034086557,-4.882929596,-1.087440407,-3.378852199,0
Dallas,AR,6/28/2020,186,797,21,110,23499,108,559,1,2,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,26,3.391633687,0.468105026,7.245454546,1.221311719,-0.759062594,1.980374313,0.02,15.94,709.33,71.73,0.000678327,0.03018554,0.00305247,0.067832674,3.018553981,0.305247032,-2.690711287,1.104777903,-1.18663389,2.2,97.9,9.9,0.000093621,0.004166135,0.000421295,0.009362101,0.416613473,0.042129452,-4.6710856,-0.875596411,-3.167008203,0
Dallas,AR,7/5/2020,153,950,17,127,23642,106,665,0,2,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,27,4.018272566,0.537179596,7.480314961,1.3908521,-0.621422798,2.012274898,0.02,19,845.5,85.5,0.000803655,0.035762626,0.003616445,0.080365451,3.576262584,0.361644531,-2.521170905,1.274318284,-1.017093508,2.54,113.03,11.43,0.000107436,0.004780898,0.000483462,0.010743592,0.47808984,0.048346164,-4.533445803,-0.737956614,-3.029368407,0
Dallas,AR,7/12/2020,26,976,13,140,23642,54,719,0,2,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,28,4.128246341,0.592166483,6.971428571,1.417852702,-0.523967462,1.941820164,0.02,19.52,868.64,87.84,0.000825649,0.036741392,0.003715422,0.082564927,3.674139244,0.371542171,-2.494170303,1.301318886,-0.990092907,2.8,124.6,12.6,0.000118433,0.005270282,0.00053295,0.01184333,0.52702817,0.053294984,-4.435990467,-0.640501278,-2.93191307,0
Dallas,AR,7/19/2020,111,1087,26,166,23642,116,835,0,2,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,29,4.597749767,0.702140259,6.548192771,1.525567003,-0.353622096,1.879189099,0.02,21.74,967.43,97.83,0.00091955,0.040919973,0.004137975,0.091954995,4.091997293,0.413797479,-2.386456003,1.409033187,-0.882378606,3.32,147.74,14.94,0.000140428,0.006249048,0.000631926,0.014042805,0.62490483,0.063192623,-4.265645101,-0.470155912,-2.761567705,0
Dallas,AR,7/26/2020,171,1258,26,192,23642,153,988,1,3,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,30,5.321038829,0.812114034,6.552083333,1.671668553,-0.208114512,1.879783065,0.02,25.16,1119.62,113.22,0.001064208,0.047357246,0.004788935,0.106420777,4.735724558,0.478893495,-2.240354452,1.555134737,-0.736277056,3.84,170.88,17.28,0.000162423,0.007227815,0.000730903,0.016242281,0.722781491,0.073090263,-4.120137518,-0.324648329,-2.616060121,0
Dallas,AR,8/2/2020,204,1462,30,222,23642,187,1175,2,5,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,31,6.183909991,0.939006852,6.585585586,1.821950756,-0.062932502,1.884883258,0.02,29.24,1301.18,131.58,0.001236782,0.055036799,0.005565519,0.1236782,5.503679892,0.556551899,-2.090072249,1.70541694,-0.585994853,4.44,197.58,19.98,0.000187801,0.008357161,0.000845106,0.018780137,0.835716099,0.084510617,-3.974955508,-0.179466319,-2.470878111,0
Dallas,AR,8/9/2020,221,1683,35,257,23642,139,1314,0,5,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,32,7.118687082,1.087048473,6.548638132,1.96272331,0.083466201,1.879257109,0.02,33.66,1497.87,151.47,0.001423737,0.063356315,0.006406818,0.142373742,6.335631503,0.640681837,-1.949299696,1.846189494,-0.445222299,5.14,228.73,23.13,0.00021741,0.009674731,0.000978344,0.02174097,0.967473141,0.097834363,-3.828556805,-0.033067616,-2.324479408,0
Dallas,AR,8/16/2020,103,1786,70,327,23642,157,1471,0,5,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,33,7.554352424,1.383131715,5.4617737,2.022123877,0.324350287,1.697773591,0.02,35.72,1589.54,160.74,0.001510871,0.067233737,0.006798917,0.151087049,6.723373657,0.679891718,-1.889899128,1.905590061,-0.385821732,6.54,291.03,29.43,0.000276626,0.012309872,0.001244819,0.027662634,1.230987226,0.124481854,-3.587672719,0.20781647,-2.083595322,0
Dallas,AR,8/23/2020,189,1975,38,365,23656,166,1637,0,5,STATE,AR,SNF,STATE,20051,25893,504713920,0.37,79,0.38,0.62,0.89,0.09,0,0.01,0.01,0,2.3,NA,CMS Region 06,34,8.348833277,1.542948935,5.410958904,2.122121802,0.433695478,1.688426324,0.02,39.5,1757.75,177.75,0.001669767,0.074304616,0.00751395,0.166976666,7.430461617,0.751394995,-1.789901204,2.005587986,-0.285823807,7.3,324.85,32.85,0.00030859,0.013732246,0.001388654,0.030858979,1.373224552,0.138865404,-3.478327527,0.317161662,-1.974250131,0
