CMS_REGION_LOCATION,Provider_State,Week_Ending,Residents_Weekly_Confirmed_COVID,Residents_Total_Confirmed_COVID_,Residents_Weekly_COVID_19_Deaths,Residents_Total_COVID_19_Deaths,Number_of_All_Beds,Staff_Weekly_Confirmed_COVID_19,Staff_Total_Confirmed_COVID_19,Staff_Weekly_COVID_19_Deaths,Staff_Total_COVID_19_Deaths,Summary_Category,State,Service_Category,Provider_ID,Distinct_Beneficiaries,Episode_or_Stay_Count,Total_Charge_Amount,Percent_Dual_Beneficiaries,Average_Age,Percent_Male_Beneficiaries,Percent_Female_Beneficiaries,Percent_White_Beneficiaries,Percent_Black_Beneficiaries,Percent_Asian_Pacific_Islander_B,Percent_Hispanic_Beneficiaries,Percent_American_Indian_or_Alask,Percent_Other_Unknown_Beneficiar,Average_HCC_Score,Total_Nursing_Minutes,CMS_REGION,myweek,ZZ_RES_CCases_CV19_PER_BEDS,ZZ_RES_Deaths_CV19_PER_BEDS,ZZ_RES_Death_CCases_CV19,ZZL_RES_CCases_CV19_PER_BEDS,ZZL_RES_Deaths_CV19_PER_BEDS,ZZL_RES_Death_CCases_CV19,Z_Percent_OTHER,Z_RES_TOT_Conf_CV19_OTHER,Z_RES_TOT_Conf_CV19_WHITE,Z_RES_TOT_Conf_CV19_BLACK,Z_RES_TOT_Conf_CV19_OTHER_BEDS,Z_RES_TOT_Conf_CV19_WHITE_BEDS,Z_RES_TOT_Conf_CV19_BLACK_BEDS,Z_RES_Conf_CV19_OTHER_BEDS_100,Z_RES_Conf_CV19_WHITE_BEDS_100,Z_RES_Conf_CV19_BLACK_BEDS_100,Z_RES_Conf_CV19_OTHER_BEDS_100_L,Z_RES_Conf_CV19_WHITE_BEDS_100_L,Z_RES_Conf_CV19_BLACK_BEDS_100_L,Z_RES_TOT_Death_CV19_OTHER,Z_RES_TOT_Death_CV19_WHITE,Z_RES_TOT_Death_CV19_BLACK,Z_RES_TOT_Death_CV19_OTHER_BEDS,Z_RES_TOT_Death_CV19_WHITE_BEDS,Z_RES_TOT_Death_CV19_BLACK_BEDS,Z_RES_Death_CV19_OTHER_BEDS_100,Z_RES_Death_CV19_WHITE_BEDS_100,Z_RES_Death_CV19_BLACK_BEDS_100,Z_RES_Death_CV19_OTHER_BED100_L,Z_RES_Death_CV19_WHITE_BED100_L,Z_RES_Death_CV19_BLACK_BED100_L,Percent_Black_Bene_20PerPlus
Philadelphia,MD,6/14/2020,254,4054,89,976,26776,200,2176,1,12,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,24,15.14042426,3.645055273,4.153688525,2.71736827,1.29337153,1.423996741,0.05,202.7,2675.64,1216.2,0.007570212,0.0999268,0.045421273,0.757021213,9.992680012,4.542127278,-0.278364003,2.301852826,1.513395466,48.8,644.16,292.8,0.001822528,0.024057365,0.010935166,0.182252764,2.40573648,1.093516582,-1.702360744,0.877856086,0.089398725,1
Philadelphia,MD,6/21/2020,120,4174,63,1039,26816,88,2264,4,16,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,25,15.56533413,3.874552506,4.01732435,2.74504627,1.354430174,1.390616097,0.05,208.7,2754.84,1252.2,0.007782667,0.102731205,0.046696002,0.778266706,10.27312053,4.669600239,-0.250686003,2.329530826,1.541073466,51.95,685.74,311.7,0.001937276,0.025572047,0.011623658,0.193727625,2.557204654,1.162365752,-1.6413021,0.93891473,0.15045737,1
Philadelphia,MD,6/28/2020,75,4249,34,1073,26813,82,2346,1,17,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,26,15.84679074,4.001790176,3.959925443,2.762967003,1.386741805,1.376225198,0.05,212.45,2804.34,1274.7,0.007923395,0.104588819,0.047540372,0.792339537,10.45888189,4.754037221,-0.232765271,2.347451559,1.558994198,53.65,708.18,321.9,0.002000895,0.026411815,0.012005371,0.200089509,2.641181516,1.200537053,-1.608990468,0.971226361,0.182769001,1
Philadelphia,MD,7/5/2020,77,4326,56,1129,27078,108,2454,2,19,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,27,15.97606913,4.169436443,3.831709477,2.771091923,1.427780881,1.343311042,0.05,216.3,2855.16,1297.8,0.007988035,0.105442056,0.047928207,0.798803457,10.54420563,4.79282074,-0.22464035,2.35557648,1.567119119,56.45,745.14,338.7,0.002084718,0.027518281,0.012508309,0.208471822,2.751828052,1.250830933,-1.567951392,1.012265437,0.223808077,1
Philadelphia,MD,7/12/2020,126,4452,12,1141,27084,157,2611,2,21,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,28,16.43774923,4.212819377,3.901840491,2.799580472,1.438132109,1.361448363,0.05,222.6,2938.32,1335.6,0.008218875,0.108489145,0.049313248,0.821887461,10.84891449,4.931324767,-0.196151802,2.384065028,1.595607668,57.05,753.06,342.3,0.00210641,0.027804608,0.012638458,0.210640969,2.780460789,1.263845813,-1.557600164,1.022616665,0.234159305,1
Philadelphia,MD,7/19/2020,158,4610,20,1161,27055,186,2797,0,21,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,29,17.03936426,4.291258547,3.970714901,2.835526212,1.456580058,1.378946154,0.05,230.5,3042.6,1383,0.008519682,0.112459804,0.051118093,0.851968213,11.24598041,5.111809277,-0.160206062,2.420010768,1.631553408,58.05,766.26,348.3,0.002145629,0.028322306,0.012873776,0.214562927,2.832230641,1.287377564,-1.539152216,1.041064614,0.252607253,1
Philadelphia,MD,7/26/2020,134,4744,22,1183,26958,144,2941,0,21,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,30,17.59774464,4.388307738,4.010143703,2.867770748,1.478943672,1.388827077,0.05,237.2,3131.04,1423.2,0.008798872,0.116145115,0.052793234,0.879887232,11.61451146,5.279323392,-0.127961525,2.452255304,1.663797944,59.15,780.78,354.9,0.002194154,0.028962831,0.013164923,0.219415387,2.896283107,1.316492321,-1.516788602,1.063428228,0.274970867,1
Philadelphia,MD,8/2/2020,155,4899,19,1202,26958,132,3073,0,21,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,31,18.17271311,4.458787744,4.075707155,2.899921189,1.494876923,1.405044267,0.05,244.95,3233.34,1469.7,0.009086357,0.119939907,0.054518139,0.908635656,11.99399065,5.451813933,-0.095811084,2.484405745,1.695948385,60.1,793.32,360.6,0.002229394,0.029427999,0.013376363,0.222939387,2.942799911,1.337636323,-1.500855351,1.079361479,0.290904119,1
Philadelphia,MD,8/9/2020,97,4996,25,1227,26919,131,3204,3,24,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,32,18.55938185,4.558118801,4.071719641,2.920975421,1.516909995,1.404065427,0.05,249.8,3297.36,1498.8,0.009279691,0.12249192,0.055678146,0.927969093,12.24919202,5.567814555,-0.074756852,2.505459977,1.717002617,61.35,809.82,368.1,0.002279059,0.030083584,0.013674356,0.22790594,3.008358409,1.36743564,-1.478822279,1.101394551,0.31293719,1
Philadelphia,MD,8/16/2020,71,5067,15,1242,27051,82,3286,1,25,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,33,18.73128535,4.591327493,4.079710145,2.930195139,1.524169196,1.406025943,0.05,253.35,3344.22,1520.1,0.009365643,0.123626483,0.056193856,0.936564268,12.36264833,5.619385605,-0.065537134,2.514679695,1.726222335,62.1,819.72,372.6,0.002295664,0.030302762,0.013773983,0.229566375,3.030276145,1.377398248,-1.471563077,1.108653752,0.320196392,1
Philadelphia,MD,8/23/2020,52,5119,5,1247,27058,113,3399,0,25,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,34,18.91861926,4.608618523,4.105052125,2.940146583,1.527928143,1.412218441,0.05,255.95,3378.54,1535.7,0.00945931,0.124862887,0.056755858,0.945930963,12.48628871,5.675585779,-0.05558569,2.524631139,1.736173779,62.35,823.02,374.1,0.002304309,0.030416882,0.013825856,0.230430926,3.041688225,1.382585557,-1.467804131,1.112412699,0.323955338,1
Philadelphia,MD,8/30/2020,25,5144,6,1253,27073,63,3462,1,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,35,19.00048018,4.628227385,4.105347167,2.944464252,1.532173941,1.412290311,0.05,257.2,3395.04,1543.2,0.00950024,0.125403169,0.057001441,0.950024009,12.54031692,5.700144055,-0.051268022,2.528948808,1.740491447,62.65,826.98,375.9,0.002314114,0.030546301,0.013884682,0.231411369,3.054630074,1.388468216,-1.463558333,1.116658497,0.328201136,1
Philadelphia,MD,9/6/2020,71,5215,11,1264,27145,139,3601,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,36,19.21164119,4.656474489,4.125791139,2.955516407,1.538258614,1.417257793,0.05,260.75,3441.9,1564.5,0.009605821,0.126796832,0.057634924,0.960582059,12.67968318,5.763492356,-0.040215866,2.540000963,1.751543603,63.2,834.24,379.2,0.002328237,0.030732732,0.013969424,0.232823724,3.073273163,1.396942347,-1.457473659,1.12274317,0.33428581,1
Philadelphia,MD,9/13/2020,79,5294,3,1267,27147,86,3687,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,37,19.50123402,4.667182377,4.178374112,2.970477747,1.540555544,1.429922203,0.05,264.7,3494.04,1588.2,0.009750617,0.128708145,0.058503702,0.975061701,12.87081446,5.850370207,-0.025254527,2.554962303,1.766504942,63.35,836.22,380.1,0.002333591,0.030803404,0.014001547,0.233359119,3.080340369,1.400154713,-1.455176729,1.1250401,0.33658274,1
Philadelphia,MD,9/20/2020,51,5345,7,1274,27099,70,3757,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,38,19.72397505,4.70128049,4.19544741,2.981834904,1.547834916,1.433999987,0.05,267.25,3527.7,1603.5,0.009861988,0.130178235,0.059171925,0.986198753,13.01782354,5.917192516,-0.01389737,2.56631946,1.777862099,63.7,840.84,382.2,0.00235064,0.031028451,0.014103842,0.235064025,3.102845123,1.410384147,-1.447897357,1.132319472,0.343862112,1
Philadelphia,MD,9/27/2020,32,5377,5,1279,27113,42,3799,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,39,19.831815,4.717294287,4.204065676,2.987287466,1.551235391,1.436052075,0.05,268.85,3548.82,1613.1,0.009915908,0.130889979,0.059495445,0.99159075,13.0889979,5.949544499,-0.008444807,2.571772022,1.783314662,63.95,844.14,383.7,0.002358647,0.031134142,0.014151883,0.235864714,3.113414229,1.415188286,-1.444496883,1.135719947,0.347262587,1
Philadelphia,MD,10/4/2020,43,5420,4,1283,27163,56,3855,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,40,19.95361337,4.723336892,4.224473889,2.993410248,1.552515519,1.44089473,0.05,271,3577.2,1626,0.009976807,0.131693848,0.05986084,0.997680669,13.16938483,5.986084011,-0.002322025,2.577894804,1.789437444,64.15,846.78,384.9,0.002361668,0.031174024,0.014170011,0.236166845,3.117402349,1.417001068,-1.443216755,1.137000075,0.348542714,1
Philadelphia,MD,10/11/2020,51,5471,4,1287,27147,49,3904,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,41,20.15323977,4.740855343,4.250971251,3.003365058,1.556217572,1.447147487,0.05,273.55,3610.86,1641.3,0.01007662,0.133011383,0.060459719,1.007661988,13.30113825,6.045971931,0.007632785,2.587849614,1.799392254,64.35,849.42,386.1,0.002370428,0.031289645,0.014222566,0.237042767,3.128964527,1.422256603,-1.439514702,1.140702128,0.352244767,1
Philadelphia,MD,10/18/2020,45,5516,2,1289,27142,72,3976,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,42,20.32274703,4.74909734,4.279286268,3.011740802,1.557954566,1.453786236,0.05,275.8,3640.56,1654.8,0.010161374,0.13413013,0.060968241,1.016137352,13.41301304,6.09682411,0.016008529,2.596225358,1.807767998,64.45,850.74,386.7,0.002374549,0.031344042,0.014247292,0.237454867,3.134404244,1.424729202,-1.437777707,1.142439122,0.353981762,1
Philadelphia,MD,10/25/2020,70,5586,8,1297,27140,93,4069,0,26,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,43,20.58216654,4.778924097,4.306861989,3.024424999,1.564215437,1.460209562,0.05,279.3,3686.76,1675.8,0.010291083,0.135842299,0.0617465,1.029108327,13.58422992,6.174649963,0.028692726,2.608909555,1.820452195,64.85,856.02,389.1,0.002389462,0.031540899,0.014336772,0.238946205,3.154089904,1.433677229,-1.431516837,1.148699993,0.360242633,1
Philadelphia,MD,11/1/2020,85,5671,11,1308,27134,75,4144,2,28,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,44,20.89997789,4.82052038,4.335626911,3.039748101,1.572881885,1.466866216,0.05,283.55,3742.86,1701.3,0.010449989,0.137939854,0.062699934,1.044998894,13.79398541,6.269993366,0.044015827,2.624232657,1.835775297,65.4,863.28,392.4,0.00241026,0.031815435,0.014461561,0.241026019,3.181543451,1.446156114,-1.422850389,1.157366441,0.368909081,1
Philadelphia,MD,11/8/2020,-243.2898551,5859.57285,-69.38043478,1356.596737,27284.85007,-67.45289855,4323.092149,-0.539855072,29.43863354,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,45,21.47555451,4.97197798,4.319318106,3.066915289,1.603817745,1.463097544,0.05,292.9786425,3867.318081,1757.871855,0.010737777,0.14173866,0.064426664,1.073777726,14.17386598,6.442666354,0.071183015,2.651399845,1.862942485,67.82983686,895.3538465,406.9790211,0.002485989,0.032815055,0.014915934,0.248598899,3.281505467,1.491593394,-1.391914529,1.188302301,0.399844941,1
Philadelphia,MD,11/15/2020,-281.6563768,6010.942153,-79.29086957,1397.195506,27401.9164,-86.66246377,4480.876118,-0.676376812,30.74034483,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,46,21.93621083,5.098897046,4.302148216,3.088138734,1.629024251,1.459114483,0.05,300.5471077,3967.221821,1803.282646,0.010968105,0.144778992,0.065808633,1.096810541,14.47789915,6.580863248,0.09240646,2.67262329,1.88416593,69.8597753,922.149034,419.1586518,0.002549449,0.033652721,0.015296691,0.254944852,3.365272051,1.529669114,-1.366708023,1.213508807,0.425051447,1
Philadelphia,MD,11/22/2020,-320.0228986,6140.111636,-89.20130435,1432.140129,27496.4872,-105.872029,4624.054619,-0.812898551,31.9360251,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,47,22.33053114,5.208447605,4.287367913,3.105954851,1.650281847,1.455673005,0.05,307.0055818,4052.47368,1842.033491,0.011165266,0.147381506,0.066991593,1.116526557,14.73815055,6.699159341,0.110222578,2.690439407,1.901982047,71.60700646,945.2124853,429.6420388,0.002604224,0.034375754,0.015625343,0.26042238,3.437575419,1.562534282,-1.345450427,1.234766403,0.446309043,1
Philadelphia,MD,11/29/2020,-358.3894203,6256.03421,-99.11173913,1463.087567,27576.07893,-125.0815942,4757.221954,-0.94942029,33.04959613,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,48,22.68645309,5.305640336,4.27591236,3.121767966,1.668770469,1.452997497,0.05,312.8017105,4128.982578,1876.810263,0.011343227,0.14973059,0.068059359,1.134322654,14.97305904,6.805935927,0.126035693,2.706252522,1.917795162,73.15437833,965.6377939,438.92627,0.00265282,0.035017226,0.015916921,0.265282017,3.501722622,1.591692101,-1.326961805,1.253255025,0.464797665,1
Philadelphia,MD,12/6/2020,-396.755942,6364.052186,-109.0221739,1491.209202,27645.69655,-144.2911594,4883.527239,-1.085942029,34.0995827,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,49,23.02004645,5.394001195,4.267712522,3.136365421,1.685287446,1.451077975,0.05,318.2026093,4200.274443,1909.215656,0.011510023,0.151932307,0.069060139,1.151002322,15.19323065,6.906013934,0.140633147,2.720849977,1.932392617,74.56046012,984.1980736,447.3627607,0.002697001,0.035600408,0.016182004,0.26970006,3.560040789,1.618200359,-1.310444827,1.269772002,0.481314642,1
Philadelphia,MD,12/13/2020,-435.1224638,6467.353392,-118.9326087,1517.333144,27708.67273,-163.5007246,5005.129004,-1.222463768,35.10033018,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,50,23.34053837,5.476022467,4.262316036,3.150191693,1.70037901,1.449812683,0.05,323.3676696,4268.453239,1940.206018,0.011670269,0.154047553,0.070021615,1.167026919,15.40475533,7.002161512,0.15445942,2.734676249,1.946218889,75.86665721,1001.439875,455.1999433,0.002738011,0.036141748,0.016428067,0.273801123,3.614174828,1.64280674,-1.295353263,1.284863566,0.496406206,1
Philadelphia,MD,12/20/2020,-473.4889855,6567.840041,-128.8430435,1542.044821,27767.22659,-182.7102899,5123.50679,-1.358985507,36.06294747,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,51,23.65320865,5.553470801,4.259175838,3.163498778,1.714423102,1.449075676,0.05,328.3920021,4334.774427,1970.352012,0.011826604,0.156111177,0.070959626,1.182660433,15.61111771,7.095962596,0.167766505,2.747983334,1.959525974,77.10224103,1017.749582,462.6134462,0.002776735,0.036652907,0.016660412,0.27767354,3.665290729,1.66604124,-1.281309172,1.298907658,0.510450298,1
Philadelphia,MD,12/27/2020,-511.8555072,6666.647209,-138.7534783,1565.758099,27822.83575,-201.9198551,5239.674733,-1.495507246,36.99603716,STATE,MD,SNF,STATE,50213,61232,1139034161,0.22,78,0.41,0.59,0.66,0.3,0.02,0.02,0,0.01,2.48,NA,CMS Region 03,52,23.96106303,5.6276007,4.25777597,3.176430139,1.727683188,1.448746951,0.05,333.3323605,4399.987158,1999.994163,0.011980532,0.158143016,0.071883189,1.198053152,15.8143016,7.188318909,0.180697866,2.760914695,1.972457335,78.28790496,1033.400346,469.7274298,0.0028138,0.037142165,0.016882802,0.281380035,3.714216462,1.68828021,-1.268049086,1.312167744,0.523710384,1
Boston,ME,5/24/2020,136,136,18,18,6609,111,111,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,21,2.05779997,0.272355878,7.555555556,0.721637436,-1.300645692,2.022283128,0.01,1.36,133.28,0,0.00020578,0.02016644,0,0.020578,2.01664397,0,-3.88353275,0.701434729,0,0.18,17.64,0,2.72E-05,0.002669088,0,0.002723559,0.266908761,0,-5.905815878,-1.320848399,0,0
Boston,ME,5/31/2020,4,140,4,22,6609,2,113,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,22,2.118323498,0.332879407,6.363636364,0.750624973,-1.099974996,1.850599969,0.01,1.4,137.2,0,0.000211832,0.02075957,0,0.021183235,2.075957028,0,-3.854545213,0.730422266,0,0.22,21.56,0,3.33E-05,0.003262218,0,0.003328794,0.326221819,0,-5.705145182,-1.120177703,0,0
Boston,ME,6/7/2020,1,141,1,23,6609,5,118,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,23,2.13345438,0.348010289,6.130434783,0.757742441,-1.055523234,1.813265674,0.01,1.41,138.18,0,0.000213345,0.020907853,0,0.021334544,2.090785293,0,-3.847427745,0.737539734,0,0.23,22.54,0,0.000034801,0.003410501,0,0.003480103,0.341050083,0,-5.66069342,-1.075725941,0,0
Boston,ME,6/14/2020,2,143,1,24,6609,8,126,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,24,2.163716145,0.363141171,5.958333333,0.771827181,-1.012963619,1.7847908,0.01,1.43,140.14,0,0.000216372,0.021204418,0,0.021637161,2.120441822,0,-3.833343005,0.751624474,0,0.24,23.52,0,3.63E-05,0.003558784,0,0.003631412,0.355878348,0,-5.618133805,-1.033166326,0,0
Boston,ME,6/21/2020,15,158,1,25,6611,7,133,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,25,2.389956134,0.378157616,6.32,0.871275012,-0.972444196,1.843719208,0.01,1.58,154.84,0,0.000238996,0.02342157,0,0.023899561,2.342157011,0,-3.733895174,0.851072304,0,0.25,24.5,0,3.78E-05,0.003705945,0,0.003781576,0.370594464,0,-5.577614382,-0.992646904,0,0
Boston,ME,6/28/2020,30,188,0,25,6611,10,143,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,26,2.843745273,0.378157616,7.52,1.045121942,-0.972444196,2.017566138,0.01,1.88,184.24,0,0.000284375,0.027868704,0,0.028437453,2.786870368,0,-3.560048245,1.024919234,0,0.25,24.5,0,3.78E-05,0.003705945,0,0.003781576,0.370594464,0,-5.577614382,-0.992646904,0,0
Boston,ME,7/5/2020,10,198,2,27,6611,4,147,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,27,2.99500832,0.408410225,7.333333333,1.096947009,-0.895483155,1.992430165,0.01,1.98,194.04,0,0.000299501,0.029351082,0,0.029950083,2.935108153,0,-3.508223177,1.076744302,0,0.27,26.46,0,0.000040841,0.00400242,0,0.004084102,0.400242021,0,-5.500653341,-0.915685863,0,0
Boston,ME,7/12/2020,1,199,8,35,6611,5,152,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,28,3.010134624,0.529420663,5.685714286,1.101984803,-0.63597196,1.737956763,0.01,1.99,195.02,0,0.000301014,0.029499319,0,0.030101346,2.949931932,0,-3.503185383,1.081782096,0,0.35,34.3,0,5.29E-05,0.005188323,0,0.005294207,0.518832249,0,-5.241142146,-0.656174667,0,0
Boston,ME,7/19/2020,9,208,3,38,6611,2,154,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,29,3.146271366,0.574799577,5.473684211,1.146218058,-0.553733862,1.69995192,0.01,2.08,203.84,0,0.000314627,0.030833459,0,0.031462714,3.083345939,0,-3.458952128,1.126015351,0,0.38,37.24,0,0.00005748,0.005633036,0,0.005747996,0.563303585,0,-5.158904048,-0.573936569,0,0
Boston,ME,7/26/2020,12,220,0,38,6611,5,159,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,30,3.327787022,0.574799577,5.789473684,1.202307525,-0.553733862,1.756041387,0.01,2.2,215.6,0,0.000332779,0.032612313,0,0.03327787,3.261231281,0,-3.402862661,1.182104818,0,0.38,37.24,0,0.00005748,0.005633036,0,0.005747996,0.563303585,0,-5.158904048,-0.573936569,0,0
Boston,ME,8/2/2020,7,227,0,38,6614,6,165,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,31,3.432113698,0.574538857,5.973684211,1.23317631,-0.554187548,1.787363858,0.01,2.27,222.46,0,0.000343211,0.033634714,0,0.034321137,3.363471424,0,-3.371993876,1.212973603,0,0.38,37.24,0,5.75E-05,0.005630481,0,0.005745389,0.56304808,0,-5.159357734,-0.574390255,0,0
Boston,ME,8/9/2020,5,232,1,39,6614,4,169,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,32,3.507710916,0.589658301,5.948717949,1.254963664,-0.528212061,1.783175726,0.01,2.32,227.36,0,0.000350771,0.034375567,0,0.035077109,3.437556698,0,-3.350206522,1.234760957,0,0.39,38.22,0,5.90E-05,0.005778651,0,0.005896583,0.577865135,0,-5.133382247,-0.548414769,0,0
Boston,ME,8/16/2020,17,249,2,41,6614,9,178,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,33,3.764741458,0.619897188,6.073170732,1.325679189,-0.478201641,1.80388083,0.01,2.49,244.02,0,0.000376474,0.036894466,0,0.037647415,3.689446628,0,-3.279490997,1.305476482,0,0.41,40.18,0,6.20E-05,0.006074992,0,0.006198972,0.607499244,0,-5.083371827,-0.498404348,0,0
Boston,ME,8/23/2020,12,261,3,44,6614,8,186,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,34,3.946174781,0.665255519,5.931818182,1.3727467,-0.407584074,1.780330773,0.01,2.61,255.78,0,0.000394618,0.038672513,0,0.039461748,3.867251285,0,-3.232423486,1.352543993,0,0.44,43.12,0,6.65E-05,0.006519504,0,0.006652555,0.651950408,0,-5.01275426,-0.427786781,0,0
Boston,ME,8/30/2020,2,263,2,46,6614,5,191,0,0,STATE,ME,SNF,STATE,9902,12071,185965415,0.37,80,0.39,0.61,0.98,0,0,0,0,0.01,2.23,NA,CMS Region 01,35,3.976413668,0.695494406,5.717391304,1.380380325,-0.363132311,1.743512636,0.01,2.63,257.74,0,0.000397641,0.038968854,0,0.039764137,3.896885395,0,-3.224789861,1.360177617,0,0.46,45.08,0,6.95E-05,0.006815845,0,0.006954944,0.681584518,0,-4.968302497,-0.383335018,0,0
