AreaID,TreatmentID,score_all,score_area,diff_all_area,better_all_area,score_groupA,diff_all_groupA,better_all_groupA,score_groupB,diff_all_groupB,diff_groupA_groupB,better_all_groupB,better_groupA_groupB
193,4,90.06502973,89.4335658,1.541211742,0,89.3156927,1.659084804,0,90.0547185,0.920059027,-0.739025777,0,1
193,5,73.12702251,68.9017218,4.963957468,0,69.830757,4.034922304,0,64.2905408,9.575138441,5.540216137,0,0
193,6,76.65337617,79.2093734,-1.781720672,1,81.1160994,-3.688446665,1,68.8571009,8.570551856,12.25899852,0,0
193,7,3.154807062,1.7450852,1.441588535,0,1.8764248,1.31024896,0,1.0795501,2.107123663,0.796874703,0,0
193,8,1.276312554,0.7076,0.581604562,0,0.7291241,0.560080524,0,0.6289061,0.660298444,0.10021792,0,0
195,1,88.32738945,86.7519373,2.46764799,0,87.5349277,1.684657568,0,83.8991993,5.32038603,3.635728462,0,0
195,2,41.07998525,44.0125432,-2.517608584,1,43.5999096,-2.104974982,1,44.8870838,-3.392149156,-1.287174174,1,1
195,3,70.83398114,69.6019727,1.947503262,0,71.4860524,0.063423507,0,62.7270681,8.822407837,8.75898433,0,0
195,4,90.06502973,88.4166639,2.558113654,0,88.2462537,2.728523858,0,89.0387493,1.936028226,-0.792495632,0,1
195,5,73.12702251,66.93506,6.930619228,0,67.9039997,5.961679603,0,63.7035791,10.16210015,4.200420548,0,0
195,6,76.65337617,80.8818117,-3.454158963,1,83.7292642,-6.301611531,1,71.0329545,6.394698214,12.69630975,0,0
195,7,3.154807062,0.8839437,2.302730029,0,0.9535802,2.233093513,0,0.6057943,2.580879496,0.347785983,0,0
195,8,1.276312554,0.3947606,0.894443937,0,0.392786,0.896418571,0,0.3989783,0.890226299,-0.006192272,0,1
196,1,88.32738945,83.250706,5.968879279,0,82.918749,6.300836255,0,83.5532829,5.666302332,-0.634533923,0,1
196,2,41.07998525,38.424811,3.070123594,0,37.3658163,4.129118277,0,38.9777371,2.517197543,-1.611920734,0,1
196,3,70.83398114,73.7430407,-2.193564764,1,77.3005967,-5.751120793,1,70.4919745,1.057501394,6.808622186,0,0
196,4,90.06502973,86.9802829,3.994494632,0,86.3854776,4.589299968,0,87.5202704,3.454507159,-1.134792809,0,1
196,5,73.12702251,69.1425095,4.723169719,0,67.0383534,6.827325833,0,70.9138035,2.95187575,-3.875450084,0,1
196,6,76.65337617,69.7477943,7.679858455,0,78.124588,-0.696935264,1,63.2669702,14.16068253,14.85761779,0,0
196,7,3.154807062,1.7568686,1.429805147,0,2.0281715,1.158502283,0,1.4028991,1.783774621,0.625272337,0,0
196,8,1.276312554,1.1292393,0.159965235,0,1.0198693,0.269335319,0,1.2284551,0.06074952,-0.208585799,0,1
197,1,88.32738945,82.7829566,6.436628721,0,82.3355221,6.884063163,0,83.3621574,5.857427874,-1.026635288,0,1
197,2,41.07998525,42.9621134,-1.4671788,1,42.8461555,-1.351220893,1,43.0882118,-1.593277132,-0.242056239,1,1
197,3,70.83398114,64.2769366,7.272539267,0,64.9457101,6.603765821,0,63.4074157,8.142060176,1.538294355,0,0
